MOVIE_ID,MOVIE_NAME,TITULO_LIMPIO,FORMATO,IDIOMA,CATEGORIA,DESCRIPCION,FAMILIA,NOMBRE_ORIGINAL,DESCRIPCION2,ACTOR_PRINCIPAL,DIRECTOR,DURACION,CATEGORIA_CINEPOLIS,NOMBRE_ORIGINAL_CLEAN,TITULO_LIMPIO_CLEAN,NOMBRE_UNICO
285,#RUNSEOKJIN EP.TOUR en Vivo desde Amsterdam SP Sub,#RUNSEOKJIN EP.TOUR EN VIVO DESDE AMSTERDAM SP,2D,SUB,MUSICAL,"desde goyang hasta japón, norteamérica y europa, jin emprende un increíble recorrido para encontrarse con su querido army en esta primera gira mundial como solista. vive la magia de la música y las interpretaciones únicas de jin en su concierto del 9 de agosto en ámsterdam, donde podrás escuchar canciones de su segundo álbum solista “echo” y también de su álbum debut “happy”. ¡lo verás en directo en la gran pantalla!",#RUNSEOKJIN EP.TOUR EN VIVO DESDE AMSTERDAM,#RUNSEOKJIN EP.TOUR en Vivo desde Amsterdam SP Sub,"desde goyang hasta japón, norteamérica y europa, jin emprende un increíble recorrido para encontrarse con su querido army en esta primera gira mundial como solista. vive la magia de la música y las interpretaciones únicas de jin en su concierto del 9 de agosto en ámsterdam, donde podrás escuchar canciones de su segundo álbum solista “echo” y también de su álbum debut “happy”. ¡lo verás en directo en la gran pantalla!",JIN,HYBE & BIGHIT MUSIC,165 minutos,MUSICAL,#RUNSEOKJIN EP.TOUR EN VIVO DESDE AMSTERDAM SP,#RUNSEOKJIN EP.TOUR EN VIVO DESDE AMSTERDAM SP,#RUNSEOKJIN EP.TOUR EN VIVO DESDE AMSTERDAM
1065,#RUNSEOKJIN EP.TOUR en Vivo desde Amsterdam Sub,#RUNSEOKJIN EP.TOUR EN VIVO DESDE AMSTERDAM,2D,SUB,MUSICAL,"desde goyang hasta japón, norteamérica y europa, jin emprende un increíble recorrido para encontrarse con su querido army en esta primera gira mundial como solista. vive la magia de la música y las interpretaciones únicas de jin en su concierto del 9 de agosto en ámsterdam, donde podrás escuchar canciones de su segundo álbum solista “echo” y también de su álbum debut “happy”. ¡lo verás en directo en la gran pantalla!",#RUNSEOKJIN EP.TOUR EN VIVO DESDE AMSTERDAM,#RUNSEOKJIN EP.TOUR en Vivo desde Amsterdam Sub,"desde goyang hasta japón, norteamérica y europa, jin emprende un increíble recorrido para encontrarse con su querido army en esta primera gira mundial como solista. vive la magia de la música y las interpretaciones únicas de jin en su concierto del 9 de agosto en ámsterdam, donde podrás escuchar canciones de su segundo álbum solista “echo” y también de su álbum debut “happy”. ¡lo verás en directo en la gran pantalla!",JIN,HYBE & BIGHIT MUSIC,165 minutos,MUSICAL,#RUNSEOKJIN EP.TOUR EN VIVO DESDE AMSTERDAM,#RUNSEOKJIN EP.TOUR EN VIVO DESDE AMSTERDAM,#RUNSEOKJIN EP.TOUR EN VIVO DESDE AMSTERDAM
377,(G)I-DLE WORLD TOUR (iDOL) IN XE SCREENX Sub,(G)I-DLE WORLD TOUR (IDOL) IN,SCREENX,SUB,CONCIERTO,"¿están listos para divertise? la energía inolvidable de la gira mundial 2024 (g)i-dle world tour [idol], que deslumbró a fans en 14 ciudades, llega a la gran pantalla. vive la magia de su concierto en seúl, el espectacular inicio de esta electrizante gira. disfruta de actuaciones icónicas de éxitos como super lady, latata, queencard y tomboy, acompañadas de un repertorio perfectamente curado y visuales impresionantes. desde enero de 2025, sumérgete en esta experiencia de ensueño con una de las mayores estrellas del k-pop",(G)I-DLE WORLD TOUR [IDOL] IN CINEMAS,(G)I-DLE WORLD TOUR (iDOL) IN XE SCREENX Sub,"¿están listos para divertise? la energía inolvidable de la gira mundial 2024 (g)i-dle world tour [idol], que deslumbró a fans en 14 ciudades, llega a la gran pantalla. vive la magia de su concierto en seúl, el espectacular inicio de esta electrizante gira. disfruta de actuaciones icónicas de éxitos como super lady, latata, queencard y tomboy, acompañadas de un repertorio perfectamente curado y visuales impresionantes. desde enero de 2025, sumérgete en esta experiencia de ensueño con una de las mayores estrellas del k-pop",(G)I-DLE,YOONDONG OH,102 minutos,CONCIERTO,(G)I-DLE WORLD TOUR (IDOL) IN,(G)I-DLE WORLD TOUR (IDOL) IN,GI DLE WORLD TOUR IDOL IN
609,(G)I-DLE WORLD TOUR (iDOL) IN SCREENX Sub,(G)I-DLE WORLD TOUR (IDOL) IN,SCREENX,SUB,CONCIERTO,"¿están listos para divertise? la energía inolvidable de la gira mundial 2024 (g)i-dle world tour [idol], que deslumbró a fans en 14 ciudades, llega a la gran pantalla. vive la magia de su concierto en seúl, el espectacular inicio de esta electrizante gira. disfruta de actuaciones icónicas de éxitos como super lady, latata, queencard y tomboy, acompañadas de un repertorio perfectamente curado y visuales impresionantes. desde enero de 2025, sumérgete en esta experiencia de ensueño con una de las mayores estrellas del k-pop",(G)I-DLE WORLD TOUR [IDOL] IN CINEMAS,(G)I-DLE WORLD TOUR (iDOL) IN SCREENX Sub,"¿están listos para divertise? la energía inolvidable de la gira mundial 2024 (g)i-dle world tour [idol], que deslumbró a fans en 14 ciudades, llega a la gran pantalla. vive la magia de su concierto en seúl, el espectacular inicio de esta electrizante gira. disfruta de actuaciones icónicas de éxitos como super lady, latata, queencard y tomboy, acompañadas de un repertorio perfectamente curado y visuales impresionantes. desde enero de 2025, sumérgete en esta experiencia de ensueño con una de las mayores estrellas del k-pop",(G)I-DLE,YOONDONG OH,102 minutos,CONCIERTO,(G)I-DLE WORLD TOUR (IDOL) IN,(G)I-DLE WORLD TOUR (IDOL) IN,GI DLE WORLD TOUR IDOL IN
1182,(G)I-DLE WORLD TOUR (iDOL) IN SP Sub,(G)I-DLE WORLD TOUR (IDOL) IN SP,2D,SUB,CONCIERTO,"¿están listos para divertise? la energía inolvidable de la gira mundial 2024 (g)i-dle world tour [idol], que deslumbró a fans en 14 ciudades, llega a la gran pantalla. vive la magia de su concierto en seúl, el espectacular inicio de esta electrizante gira. disfruta de actuaciones icónicas de éxitos como super lady, latata, queencard y tomboy, acompañadas de un repertorio perfectamente curado y visuales impresionantes. desde enero de 2025, sumérgete en esta experiencia de ensueño con una de las mayores estrellas del k-pop",(G)I-DLE WORLD TOUR [IDOL] IN CINEMAS,(G)I-DLE WORLD TOUR (iDOL) IN SP Sub,"¿están listos para divertise? la energía inolvidable de la gira mundial 2024 (g)i-dle world tour [idol], que deslumbró a fans en 14 ciudades, llega a la gran pantalla. vive la magia de su concierto en seúl, el espectacular inicio de esta electrizante gira. disfruta de actuaciones icónicas de éxitos como super lady, latata, queencard y tomboy, acompañadas de un repertorio perfectamente curado y visuales impresionantes. desde enero de 2025, sumérgete en esta experiencia de ensueño con una de las mayores estrellas del k-pop",(G)I-DLE,YOONDONG OH,102 minutos,CONCIERTO,(G)I-DLE WORLD TOUR (IDOL) IN SP,(G)I-DLE WORLD TOUR (IDOL) IN SP,GI DLE WORLD TOUR IDOL IN
1319,(G)I-DLE WORLD TOUR (iDOL) IN 4DX/2D Sub,(G)I-DLE WORLD TOUR (IDOL) IN,4D,SUB,CONCIERTO,"¿están listos para divertise? la energía inolvidable de la gira mundial 2024 (g)i-dle world tour [idol], que deslumbró a fans en 14 ciudades, llega a la gran pantalla. vive la magia de su concierto en seúl, el espectacular inicio de esta electrizante gira. disfruta de actuaciones icónicas de éxitos como super lady, latata, queencard y tomboy, acompañadas de un repertorio perfectamente curado y visuales impresionantes. desde enero de 2025, sumérgete en esta experiencia de ensueño con una de las mayores estrellas del k-pop",(G)I-DLE WORLD TOUR [IDOL] IN CINEMAS,(G)I-DLE WORLD TOUR (iDOL) IN 4DX/2D Sub,"¿están listos para divertise? la energía inolvidable de la gira mundial 2024 (g)i-dle world tour [idol], que deslumbró a fans en 14 ciudades, llega a la gran pantalla. vive la magia de su concierto en seúl, el espectacular inicio de esta electrizante gira. disfruta de actuaciones icónicas de éxitos como super lady, latata, queencard y tomboy, acompañadas de un repertorio perfectamente curado y visuales impresionantes. desde enero de 2025, sumérgete en esta experiencia de ensueño con una de las mayores estrellas del k-pop",(G)I-DLE,YOONDONG OH,102 minutos,CONCIERTO,(G)I-DLE WORLD TOUR (IDOL) IN,(G)I-DLE WORLD TOUR (IDOL) IN,GI DLE WORLD TOUR IDOL IN
1806,(G)I-DLE WORLD TOUR (iDOL) IN Sub,(G)I-DLE WORLD TOUR (IDOL) IN,2D,SUB,CONCIERTO,"¿están listos para divertise? la energía inolvidable de la gira mundial 2024 (g)i-dle world tour [idol], que deslumbró a fans en 14 ciudades, llega a la gran pantalla. vive la magia de su concierto en seúl, el espectacular inicio de esta electrizante gira. disfruta de actuaciones icónicas de éxitos como super lady, latata, queencard y tomboy, acompañadas de un repertorio perfectamente curado y visuales impresionantes. desde enero de 2025, sumérgete en esta experiencia de ensueño con una de las mayores estrellas del k-pop",(G)I-DLE WORLD TOUR [IDOL] IN CINEMAS,(G)I-DLE WORLD TOUR (iDOL) IN Sub,"¿están listos para divertise? la energía inolvidable de la gira mundial 2024 (g)i-dle world tour [idol], que deslumbró a fans en 14 ciudades, llega a la gran pantalla. vive la magia de su concierto en seúl, el espectacular inicio de esta electrizante gira. disfruta de actuaciones icónicas de éxitos como super lady, latata, queencard y tomboy, acompañadas de un repertorio perfectamente curado y visuales impresionantes. desde enero de 2025, sumérgete en esta experiencia de ensueño con una de las mayores estrellas del k-pop",(G)I-DLE,YOONDONG OH,102 minutos,CONCIERTO,(G)I-DLE WORLD TOUR (IDOL) IN,(G)I-DLE WORLD TOUR (IDOL) IN,GI DLE WORLD TOUR IDOL IN
1937,Mickey 17 XE SCREENX Esp,MICKEY 17,SCREENX,ESP,CONCIERTO,"¿están listos para divertise? la energía inolvidable de la gira mundial 2024 (g)i-dle world tour [idol], que deslumbró a fans en 14 ciudades, llega a la gran pantalla. vive la magia de su concierto en seúl, el espectacular inicio de esta electrizante gira. disfruta de actuaciones icónicas de éxitos como super lady, latata, queencard y tomboy, acompañadas de un repertorio perfectamente curado y visuales impresionantes. desde enero de 2025, sumérgete en esta experiencia de ensueño con una de las mayores estrellas del k-pop",(G)I-DLE WORLD TOUR [IDOL] IN CINEMAS,Mickey 17 XE SCREENX Esp,"¿están listos para divertise? la energía inolvidable de la gira mundial 2024 (g)i-dle world tour [idol], que deslumbró a fans en 14 ciudades, llega a la gran pantalla. vive la magia de su concierto en seúl, el espectacular inicio de esta electrizante gira. disfruta de actuaciones icónicas de éxitos como super lady, latata, queencard y tomboy, acompañadas de un repertorio perfectamente curado y visuales impresionantes. desde enero de 2025, sumérgete en esta experiencia de ensueño con una de las mayores estrellas del k-pop",(G)I-DLE,YOONDONG OH,102 minutos,CONCIERTO,MICKEY 17,MICKEY 17,GI DLE WORLD TOUR IDOL IN
305,(G)I-DLE WORLD TOUR [iDOL] IN CINEMAS Sub,(G)I-DLE WORLD TOUR [IDOL] IN CINEMAS,2D,SUB,CONCIERTO,"¿están listos para divertise? la energía inolvidable de la gira mundial 2024 (g)i-dle world tour [idol], que deslumbró a fans en 14 ciudades, llega a la gran pantalla. vive la magia de su concierto en seúl, el espectacular inicio de esta electrizante gira. disfruta de actuaciones icónicas de éxitos como super lady, latata, queencard y tomboy, acompañadas de un repertorio perfectamente curado y visuales impresionantes. desde enero de 2025, sumérgete en esta experiencia de ensueño con una de las mayores estrellas del k-pop",(G)I-DLE WORLD TOUR [IDOL] IN CINEMAS,(G)I-DLE WORLD TOUR [iDOL] IN CINEMAS Sub,"¿están listos para divertise? la energía inolvidable de la gira mundial 2024 (g)i-dle world tour [idol], que deslumbró a fans en 14 ciudades, llega a la gran pantalla. vive la magia de su concierto en seúl, el espectacular inicio de esta electrizante gira. disfruta de actuaciones icónicas de éxitos como super lady, latata, queencard y tomboy, acompañadas de un repertorio perfectamente curado y visuales impresionantes. desde enero de 2025, sumérgete en esta experiencia de ensueño con una de las mayores estrellas del k-pop",(G)I-DLE,YOONDONG OH,102 minutos,CONCIERTO,(G)I-DLE WORLD TOUR [IDOL] IN CINEMAS,(G)I-DLE WORLD TOUR [IDOL] IN CINEMAS,GI DLE WORLD TOUR IDOL IN
465,1938 Cuando El Petróleo Fue Nuestro SP Esp,1938 CUANDO EL PETRÓLEO FUE NUESTRO SP,2D,ESP,HISTORIA,"a lo largo del año de 1938, el presidente lázaro cárdenas, enfrenta la decisión más difícil de su mandato: expropiar la industria petrolera.",1938 CUANDO EL PETROLEO FUE NUESTRO,1938 Cuando El Petróleo Fue Nuestro SP Esp,"a lo largo del año de 1938, el presidente lázaro cárdenas, enfrenta la decisión más difícil de su mandato: expropiar la industria petrolera.",IANIS GUERRERO; BALTIMORE BELTRÁN; SERGIO BONILLA,SERGIO OLHOVICH,99 minutos,DRAMA; HISTORIA,1938 CUANDO EL PETRÓLEO FUE NUESTRO SP,1938 CUANDO EL PETRÓLEO FUE NUESTRO SP,1938 CUANDO EL PETROLEO FUE NUESTRO
558,1938 Cuando El Petróleo Fue Nuestro Esp,1938 CUANDO EL PETRÓLEO FUE NUESTRO,2D,ESP,HISTORIA,"a lo largo del año de 1938, el presidente lázaro cárdenas, enfrenta la decisión más difícil de su mandato: expropiar la industria petrolera.",1938 CUANDO EL PETROLEO FUE NUESTRO,1938 Cuando El Petróleo Fue Nuestro Esp,"a lo largo del año de 1938, el presidente lázaro cárdenas, enfrenta la decisión más difícil de su mandato: expropiar la industria petrolera.",IANIS GUERRERO; BALTIMORE BELTRÁN; SERGIO BONILLA,SERGIO OLHOVICH,99 minutos,DRAMA; HISTORIA,1938 CUANDO EL PETRÓLEO FUE NUESTRO,1938 CUANDO EL PETRÓLEO FUE NUESTRO,1938 CUANDO EL PETROLEO FUE NUESTRO
1001,1992: Noche Sin Ley SP Sub,1992: NOCHE SIN LEY SP,2D,SUB,ACCION,un tendero debe salvar a su hijo de una multitud enfurecida durante la revuelta de los ángeles de 1992 tras el veredicto de rodney king.,1992,1992: Noche Sin Ley SP Sub,un tendero debe salvar a su hijo de una multitud enfurecida durante la revuelta de los ángeles de 1992 tras el veredicto de rodney king.,TYRESE GIBSON; SCOTT EASTWOOD; RAY LIOTTA,ARIEL VROMEN,96 minutos,CRIMEN; SUSPENSE; ACCION,1992: NOCHE SIN LEY SP,1992: NOCHE SIN LEY SP,1992 NOCHE SIN LEY
1852,1992: Noche Sin Ley Sub,1992: NOCHE SIN LEY,2D,SUB,ACCION,un tendero debe salvar a su hijo de una multitud enfurecida durante la revuelta de los ángeles de 1992 tras el veredicto de rodney king.,1992,1992: Noche Sin Ley Sub,un tendero debe salvar a su hijo de una multitud enfurecida durante la revuelta de los ángeles de 1992 tras el veredicto de rodney king.,TYRESE GIBSON; SCOTT EASTWOOD; RAY LIOTTA,ARIEL VROMEN,96 minutos,CRIMEN; SUSPENSE; ACCION,1992: NOCHE SIN LEY,1992: NOCHE SIN LEY,1992 NOCHE SIN LEY
697,2023 Weverse Con Festival XE Sub,2023 WEVERSE CON FESTIVAL,SCREENX,SUB,CONCIERTO,"los artistas mundialmente reconocidos de hybe, en un solo lugar! no puedes perderte la oportunidad de ver las deslumbrantes actuaciones de zico, tomorrow x together, enhypen, le sserafim y boynextdoor cuando el 2023 weverse con festival llegue a la pantalla grande.",2023 WEVERSE CON FESTIVAL,2023 Weverse Con Festival XE Sub,"los artistas mundialmente reconocidos de hybe, en un solo lugar! no puedes perderte la oportunidad de ver las deslumbrantes actuaciones de zico, tomorrow x together, enhypen, le sserafim y boynextdoor cuando el 2023 weverse con festival llegue a la pantalla grande.",ENHYPEN ; ZICO ; LE SSERAFIM ; BOYNEXTDOOR,,69 minutos,CONCIERTO,2023 WEVERSE CON FESTIVAL,2023 WEVERSE CON FESTIVAL,2023 WEVERSE CON FESTIVAL
1357,2023 Weverse Con Festival Sub,2023 WEVERSE CON FESTIVAL,2D,SUB,CONCIERTO,"los artistas mundialmente reconocidos de hybe, en un solo lugar! no puedes perderte la oportunidad de ver las deslumbrantes actuaciones de zico, tomorrow x together, enhypen, le sserafim y boynextdoor cuando el 2023 weverse con festival llegue a la pantalla grande.",2023 WEVERSE CON FESTIVAL,2023 Weverse Con Festival Sub,"los artistas mundialmente reconocidos de hybe, en un solo lugar! no puedes perderte la oportunidad de ver las deslumbrantes actuaciones de zico, tomorrow x together, enhypen, le sserafim y boynextdoor cuando el 2023 weverse con festival llegue a la pantalla grande.",ENHYPEN ; ZICO ; LE SSERAFIM ; BOYNEXTDOOR,,69 minutos,CONCIERTO,2023 WEVERSE CON FESTIVAL,2023 WEVERSE CON FESTIVAL,2023 WEVERSE CON FESTIVAL
1987,Wicked 4DX/2D Dob,WICKED,4DX,DUB,CORTOMETRAJES,"la muestra anual de cortometrajes del 48 hour film project santiago 2024 reúne a cineastas de todo el territorio nacional, quienes crean cortometrajes en solo 48 horas. este evento desafía la creatividad y la colaboración, al presentar obras que surgen a partir de un tema, un objeto y una línea de diálogo revelados al inicio del desafío. la muestra no solo expone una variedad de géneros y estilos, sino que también ofrece la oportunidad de aprender de jurados y expertos de la industria, fomentando el networking. todos están invitados a disfrutar de una jornada cinematográfica única, donde cada segundo cuenta y el talento brilla.",48HFP 2024 - GRUPO A,Wicked 4DX/2D Dob,"la muestra anual de cortometrajes del 48 hour film project santiago 2024 reúne a cineastas de todo el territorio nacional, quienes crean cortometrajes en solo 48 horas. este evento desafía la creatividad y la colaboración, al presentar obras que surgen a partir de un tema, un objeto y una línea de diálogo revelados al inicio del desafío. la muestra no solo expone una variedad de géneros y estilos, sino que también ofrece la oportunidad de aprender de jurados y expertos de la industria, fomentando el networking. todos están invitados a disfrutar de una jornada cinematográfica única, donde cada segundo cuenta y el talento brilla.",,,63 minutos,CORTOMETRAJES,WICKED,WICKED,48HFP
747,48HFP 2024 - GRUPO B,48HFP 2024 - GRUPO B,2D,ESP,CORTOMETRAJES,"la muestra anual de cortometrajes del 48 hour film project santiago 2024 reúne a cineastas de todo el territorio nacional, quienes crean cortometrajes en solo 48 horas. este evento desafía la creatividad y la colaboración, al presentar obras que surgen a partir de un tema, un objeto y una línea de diálogo revelados al inicio del desafío. la muestra no solo expone una variedad de géneros y estilos, sino que también ofrece la oportunidad de aprender de jurados y expertos de la industria, fomentando el networking. todos están invitados a disfrutar de una jornada cinematográfica única, donde cada segundo cuenta y el talento brilla.",48HFP 2024 - GRUPO A,48HFP 2024 - GRUPO B,"la muestra anual de cortometrajes del 48 hour film project santiago 2024 reúne a cineastas de todo el territorio nacional, quienes crean cortometrajes en solo 48 horas. este evento desafía la creatividad y la colaboración, al presentar obras que surgen a partir de un tema, un objeto y una línea de diálogo revelados al inicio del desafío. la muestra no solo expone una variedad de géneros y estilos, sino que también ofrece la oportunidad de aprender de jurados y expertos de la industria, fomentando el networking. todos están invitados a disfrutar de una jornada cinematográfica única, donde cada segundo cuenta y el talento brilla.",,,63 minutos,CORTOMETRAJES,48HFP 2024 - GRUPO B,48HFP 2024 - GRUPO B,48HFP
1366,48HFP 2024 - GRUPO C,48HFP 2024 - GRUPO C,2D,ESP,CORTOMETRAJES,"la muestra anual de cortometrajes del 48 hour film project santiago 2024 reúne a cineastas de todo el territorio nacional, quienes crean cortometrajes en solo 48 horas. este evento desafía la creatividad y la colaboración, al presentar obras que surgen a partir de un tema, un objeto y una línea de diálogo revelados al inicio del desafío. la muestra no solo expone una variedad de géneros y estilos, sino que también ofrece la oportunidad de aprender de jurados y expertos de la industria, fomentando el networking. todos están invitados a disfrutar de una jornada cinematográfica única, donde cada segundo cuenta y el talento brilla.",48HFP 2024 - GRUPO A,48HFP 2024 - GRUPO C,"la muestra anual de cortometrajes del 48 hour film project santiago 2024 reúne a cineastas de todo el territorio nacional, quienes crean cortometrajes en solo 48 horas. este evento desafía la creatividad y la colaboración, al presentar obras que surgen a partir de un tema, un objeto y una línea de diálogo revelados al inicio del desafío. la muestra no solo expone una variedad de géneros y estilos, sino que también ofrece la oportunidad de aprender de jurados y expertos de la industria, fomentando el networking. todos están invitados a disfrutar de una jornada cinematográfica única, donde cada segundo cuenta y el talento brilla.",,,63 minutos,CORTOMETRAJES,48HFP 2024 - GRUPO C,48HFP 2024 - GRUPO C,48HFP
900,48HFP 2024 - GRUPO D,48HFP 2024 - GRUPO D,2D,ESP,CORTOMETRAJES,"la muestra anual de cortometrajes del 48 hour film project santiago 2024 reúne a cineastas de todo el territorio nacional, quienes crean cortometrajes en solo 48 horas. este evento desafía la creatividad y la colaboración, al presentar obras que surgen a partir de un tema, un objeto y una línea de diálogo revelados al inicio del desafío. la muestra no solo expone una variedad de géneros y estilos, sino que también ofrece la oportunidad de aprender de jurados y expertos de la industria, fomentando el networking. todos están invitados a disfrutar de una jornada cinematográfica única, donde cada segundo cuenta y el talento brilla.",48HFP 2024 - GRUPO A,48HFP 2024 - GRUPO D,"la muestra anual de cortometrajes del 48 hour film project santiago 2024 reúne a cineastas de todo el territorio nacional, quienes crean cortometrajes en solo 48 horas. este evento desafía la creatividad y la colaboración, al presentar obras que surgen a partir de un tema, un objeto y una línea de diálogo revelados al inicio del desafío. la muestra no solo expone una variedad de géneros y estilos, sino que también ofrece la oportunidad de aprender de jurados y expertos de la industria, fomentando el networking. todos están invitados a disfrutar de una jornada cinematográfica única, donde cada segundo cuenta y el talento brilla.",,,63 minutos,CORTOMETRAJES,48HFP 2024 - GRUPO D,48HFP 2024 - GRUPO D,48HFP
641,48HFP 2024 - GRUPO E,48HFP 2024 - GRUPO E,2D,ESP,CORTOMETRAJES,"la muestra anual de cortometrajes del 48 hour film project santiago 2024 reúne a cineastas de todo el territorio nacional, quienes crean cortometrajes en solo 48 horas. este evento desafía la creatividad y la colaboración, al presentar obras que surgen a partir de un tema, un objeto y una línea de diálogo revelados al inicio del desafío. la muestra no solo expone una variedad de géneros y estilos, sino que también ofrece la oportunidad de aprender de jurados y expertos de la industria, fomentando el networking. todos están invitados a disfrutar de una jornada cinematográfica única, donde cada segundo cuenta y el talento brilla.",48HFP 2024 - GRUPO A,48HFP 2024 - GRUPO E,"la muestra anual de cortometrajes del 48 hour film project santiago 2024 reúne a cineastas de todo el territorio nacional, quienes crean cortometrajes en solo 48 horas. este evento desafía la creatividad y la colaboración, al presentar obras que surgen a partir de un tema, un objeto y una línea de diálogo revelados al inicio del desafío. la muestra no solo expone una variedad de géneros y estilos, sino que también ofrece la oportunidad de aprender de jurados y expertos de la industria, fomentando el networking. todos están invitados a disfrutar de una jornada cinematográfica única, donde cada segundo cuenta y el talento brilla.",,,63 minutos,CORTOMETRAJES,48HFP 2024 - GRUPO E,48HFP 2024 - GRUPO E,48HFP
469,48HFP 2024 - GRUPO F,48HFP 2024 - GRUPO F,2D,ESP,CORTOMETRAJES,"la muestra anual de cortometrajes del 48 hour film project santiago 2024 reúne a cineastas de todo el territorio nacional, quienes crean cortometrajes en solo 48 horas. este evento desafía la creatividad y la colaboración, al presentar obras que surgen a partir de un tema, un objeto y una línea de diálogo revelados al inicio del desafío. la muestra no solo expone una variedad de géneros y estilos, sino que también ofrece la oportunidad de aprender de jurados y expertos de la industria, fomentando el networking. todos están invitados a disfrutar de una jornada cinematográfica única, donde cada segundo cuenta y el talento brilla.",48HFP 2024 - GRUPO A,48HFP 2024 - GRUPO F,"la muestra anual de cortometrajes del 48 hour film project santiago 2024 reúne a cineastas de todo el territorio nacional, quienes crean cortometrajes en solo 48 horas. este evento desafía la creatividad y la colaboración, al presentar obras que surgen a partir de un tema, un objeto y una línea de diálogo revelados al inicio del desafío. la muestra no solo expone una variedad de géneros y estilos, sino que también ofrece la oportunidad de aprender de jurados y expertos de la industria, fomentando el networking. todos están invitados a disfrutar de una jornada cinematográfica única, donde cada segundo cuenta y el talento brilla.",,,63 minutos,CORTOMETRAJES,48HFP 2024 - GRUPO F,48HFP 2024 - GRUPO F,48HFP
1682,48HFP 2024 - GRUPO G,48HFP 2024 - GRUPO G,2D,ESP,CORTOMETRAJES,"la muestra anual de cortometrajes del 48 hour film project santiago 2024 reúne a cineastas de todo el territorio nacional, quienes crean cortometrajes en solo 48 horas. este evento desafía la creatividad y la colaboración, al presentar obras que surgen a partir de un tema, un objeto y una línea de diálogo revelados al inicio del desafío. la muestra no solo expone una variedad de géneros y estilos, sino que también ofrece la oportunidad de aprender de jurados y expertos de la industria, fomentando el networking. todos están invitados a disfrutar de una jornada cinematográfica única, donde cada segundo cuenta y el talento brilla.",48HFP 2024 - GRUPO A,48HFP 2024 - GRUPO G,"la muestra anual de cortometrajes del 48 hour film project santiago 2024 reúne a cineastas de todo el territorio nacional, quienes crean cortometrajes en solo 48 horas. este evento desafía la creatividad y la colaboración, al presentar obras que surgen a partir de un tema, un objeto y una línea de diálogo revelados al inicio del desafío. la muestra no solo expone una variedad de géneros y estilos, sino que también ofrece la oportunidad de aprender de jurados y expertos de la industria, fomentando el networking. todos están invitados a disfrutar de una jornada cinematográfica única, donde cada segundo cuenta y el talento brilla.",,,63 minutos,CORTOMETRAJES,48HFP 2024 - GRUPO G,48HFP 2024 - GRUPO G,48HFP
956,48HFP 2024 - GRUPO H,48HFP 2024 - GRUPO H,2D,ESP,CORTOMETRAJES,"la muestra anual de cortometrajes del 48 hour film project santiago 2024 reúne a cineastas de todo el territorio nacional, quienes crean cortometrajes en solo 48 horas. este evento desafía la creatividad y la colaboración, al presentar obras que surgen a partir de un tema, un objeto y una línea de diálogo revelados al inicio del desafío. la muestra no solo expone una variedad de géneros y estilos, sino que también ofrece la oportunidad de aprender de jurados y expertos de la industria, fomentando el networking. todos están invitados a disfrutar de una jornada cinematográfica única, donde cada segundo cuenta y el talento brilla.",48HFP 2024 - GRUPO A,48HFP 2024 - GRUPO H,"la muestra anual de cortometrajes del 48 hour film project santiago 2024 reúne a cineastas de todo el territorio nacional, quienes crean cortometrajes en solo 48 horas. este evento desafía la creatividad y la colaboración, al presentar obras que surgen a partir de un tema, un objeto y una línea de diálogo revelados al inicio del desafío. la muestra no solo expone una variedad de géneros y estilos, sino que también ofrece la oportunidad de aprender de jurados y expertos de la industria, fomentando el networking. todos están invitados a disfrutar de una jornada cinematográfica única, donde cada segundo cuenta y el talento brilla.",,,63 minutos,CORTOMETRAJES,48HFP 2024 - GRUPO H,48HFP 2024 - GRUPO H,48HFP
1459,48HFP 2024 - GRUPO I,48HFP 2024 - GRUPO I,2D,ESP,CORTOMETRAJES,"la muestra anual de cortometrajes del 48 hour film project santiago 2024 reúne a cineastas de todo el territorio nacional, quienes crean cortometrajes en solo 48 horas. este evento desafía la creatividad y la colaboración, al presentar obras que surgen a partir de un tema, un objeto y una línea de diálogo revelados al inicio del desafío. la muestra no solo expone una variedad de géneros y estilos, sino que también ofrece la oportunidad de aprender de jurados y expertos de la industria, fomentando el networking. todos están invitados a disfrutar de una jornada cinematográfica única, donde cada segundo cuenta y el talento brilla.",48HFP 2024 - GRUPO A,48HFP 2024 - GRUPO I,"la muestra anual de cortometrajes del 48 hour film project santiago 2024 reúne a cineastas de todo el territorio nacional, quienes crean cortometrajes en solo 48 horas. este evento desafía la creatividad y la colaboración, al presentar obras que surgen a partir de un tema, un objeto y una línea de diálogo revelados al inicio del desafío. la muestra no solo expone una variedad de géneros y estilos, sino que también ofrece la oportunidad de aprender de jurados y expertos de la industria, fomentando el networking. todos están invitados a disfrutar de una jornada cinematográfica única, donde cada segundo cuenta y el talento brilla.",,,63 minutos,CORTOMETRAJES,48HFP 2024 - GRUPO I,48HFP 2024 - GRUPO I,48HFP
